ido,esperanto,similarity,rank,source
2.81,unuigita,0.9802,3853,bert-alignment
2.81,scott,0.9799,3853,bert-alignment
2.81,eniris,0.9793,3853,bert-alignment
2.82,dua,0.9775,3671,bert-alignment
2.82,scott,0.976,3671,bert-alignment
2.82,unuigita,0.9754,3671,bert-alignment
2.83,unuigita,0.9803,3586,bert-alignment
2.83,scott,0.9799,3586,bert-alignment
2.83,akcepto,0.9797,3586,bert-alignment
2.84,km-ojn,0.9796,3561,bert-alignment
2.84,flankaj,0.9787,3561,bert-alignment
2.84,specifa,0.9787,3561,bert-alignment
2.85,scott,0.9819,3228,bert-alignment
2.85,flankaj,0.9805,3228,bert-alignment
2.85,atingas,0.9805,3228,bert-alignment
2.86,scott,0.9765,3585,bert-alignment
2.86,liberigis,0.976,3585,bert-alignment
2.86,dua,0.9759,3585,bert-alignment
2.87,unuigita,0.9784,3452,bert-alignment
2.87,scott,0.9783,3452,bert-alignment
2.87,liberigis,0.9778,3452,bert-alignment
2.88,duonon,0.9771,2748,bert-alignment
2.88,unuigita,0.977,2748,bert-alignment
2.88,scott,0.9768,2748,bert-alignment
2.89,scott,0.9797,2621,bert-alignment
2.89,renomita,0.9797,2621,bert-alignment
2.89,unuigita,0.979,2621,bert-alignment
2.9,deklarita,0.9794,4266,bert-alignment
2.9,konektita,0.9793,4266,bert-alignment
2.9,scott,0.9793,4266,bert-alignment
2.9%,teritoria,0.9757,3668,bert-alignment
2.9%,timo,0.9755,3668,bert-alignment
2.9%,dekstre,0.9749,3668,bert-alignment
2.90,scott,0.9829,3263,bert-alignment
2.90,renomita,0.9819,3263,bert-alignment
2.90,reformita,0.9813,3263,bert-alignment
2.91,scott,0.9806,2771,bert-alignment
2.91,eniris,0.9796,2771,bert-alignment
2.91,unuigita,0.979,2771,bert-alignment
2.92,dua,0.9774,2997,bert-alignment
2.92,scott,0.9745,2997,bert-alignment
2.92,renomita,0.9738,2997,bert-alignment
2.93,scott,0.9805,2586,bert-alignment
2.93,establita,0.9783,2586,bert-alignment
2.93,akcepto,0.9782,2586,bert-alignment
2.94,scott,0.9797,2770,bert-alignment
2.94,originas,0.9792,2770,bert-alignment
2.94,eniris,0.979,2770,bert-alignment
2.95,scott,0.9832,3046,bert-alignment
2.95,klarigas,0.9813,3046,bert-alignment
2.95,originas,0.9809,3046,bert-alignment
2.96,scott,0.9797,3012,bert-alignment
2.96,originas,0.9783,3012,bert-alignment
2.96,dua,0.9782,3012,bert-alignment
2.97,scott,0.978,2734,bert-alignment
2.97,renomita,0.9778,2734,bert-alignment
2.97,originas,0.9776,2734,bert-alignment
2.98,unuigita,0.9775,3334,bert-alignment
2.98,liberigis,0.9774,3334,bert-alignment
2.98,scott,0.9771,3334,bert-alignment
2.99,unuigita,0.9838,3672,bert-alignment
2.99,reformita,0.9833,3672,bert-alignment
2.99,scott,0.9831,3672,bert-alignment
20,destinita,0.9784,456,bert-alignment
20,renomita,0.9773,456,bert-alignment
20,donita,0.977,456,bert-alignment
20.0%,iloj,0.9718,1212,bert-alignment
20.0%,ferenc,0.9715,1212,bert-alignment
20.0%,rilataj,0.9711,1212,bert-alignment
20.1%,irana,0.9795,2298,bert-alignment
20.1%,klarigas,0.9792,2298,bert-alignment
20.1%,danĝera,0.9791,2298,bert-alignment
20.2%,flankaj,0.9787,1823,bert-alignment
20.2%,klarigas,0.9773,1823,bert-alignment
20.2%,akcepto,0.9773,1823,bert-alignment
20.3%,flankaj,0.9818,1757,bert-alignment
20.3%,klarigas,0.9816,1757,bert-alignment
20.3%,akcepto,0.9806,1757,bert-alignment
20.4%,flankaj,0.9793,2196,bert-alignment
20.4%,irana,0.9784,2196,bert-alignment
20.4%,klarigas,0.9783,2196,bert-alignment
20.5%,evoluigis,0.9779,1601,bert-alignment
20.5%,rando,0.9771,1601,bert-alignment
20.5%,organizas,0.9763,1601,bert-alignment
20.6%,irana,0.9744,1742,bert-alignment
20.6%,kapablo,0.9738,1742,bert-alignment
20.6%,pál,0.9738,1742,bert-alignment
20.7%,klarigas,0.9764,1704,bert-alignment
20.7%,danĝera,0.9763,1704,bert-alignment
20.7%,renomita,0.9762,1704,bert-alignment
20.8%,evoluigis,0.974,1556,bert-alignment
20.8%,danĝera,0.973,1556,bert-alignment
20.8%,teritoria,0.9726,1556,bert-alignment
20.9%,danĝera,0.9717,1862,bert-alignment
20.9%,irana,0.9714,1862,bert-alignment
20.9%,rando,0.971,1862,bert-alignment
200,international,0.9785,912,bert-alignment
200,scott,0.9782,912,bert-alignment
200,konstruigis,0.9782,912,bert-alignment
2000,scott,0.9733,454,bert-alignment
2000,san,0.9731,454,bert-alignment
2000,reformita,0.9731,454,bert-alignment
2000),sistemo,0.974,2167,bert-alignment
2000),scott,0.9736,2167,bert-alignment
2000),programo,0.9734,2167,bert-alignment
"2000,",absoluta,0.9749,78,bert-alignment
"2000,",preparado,0.9748,78,bert-alignment
"2000,",devas,0.9745,78,bert-alignment
2001,raymond,0.9653,667,bert-alignment
2001,ukrainio,0.9636,667,bert-alignment
2001,london,0.9634,667,bert-alignment
2001),kompanio,0.9704,2177,bert-alignment
2001),muzikisto,0.97,2177,bert-alignment
2001),prezentita,0.9693,2177,bert-alignment
"2001,",organizado,0.9761,4461,bert-alignment
"2001,",absoluta,0.9761,4461,bert-alignment
"2001,",preparado,0.9747,4461,bert-alignment
2001.,sir,0.9809,1786,bert-alignment
2001.,ina,0.9795,1786,bert-alignment
2001.,krom,0.9788,1786,bert-alignment
2002,london,0.9612,499,bert-alignment
2002,portugalio,0.9608,499,bert-alignment
2002,demokratia,0.9606,499,bert-alignment
2002),kompanio,0.9709,2462,bert-alignment
2002),muzikisto,0.9702,2462,bert-alignment
2002),programo,0.9694,2462,bert-alignment
"2002,",kompanio,0.9765,3465,bert-alignment
"2002,",artisto,0.9764,3465,bert-alignment
"2002,",korporacio,0.9764,3465,bert-alignment
2002.,estación,0.9933,785,bert-alignment
2002.,orienta,0.9932,785,bert-alignment
2002.,ligon,0.9931,785,bert-alignment
2003,irlanda,0.9659,882,bert-alignment
2003,portugalio,0.9657,882,bert-alignment
2003,londono,0.9656,882,bert-alignment
2003),kompanio,0.972,2374,bert-alignment
2003),arkitekto,0.9719,2374,bert-alignment
2003),muzikisto,0.9719,2374,bert-alignment
"2003,",orienta,0.9909,4490,bert-alignment
"2003,",ligon,0.9907,4490,bert-alignment
"2003,",vieno,0.9905,4490,bert-alignment
2004,londono,0.9652,691,bert-alignment
2004,ukrainio,0.9652,691,bert-alignment
2004,portugalio,0.9642,691,bert-alignment
2004),muzikisto,0.97,1896,bert-alignment
2004),korporacio,0.9698,1896,bert-alignment
2004),artisto,0.9697,1896,bert-alignment
"2004,",ovoj,0.9868,3461,bert-alignment
"2004,",estación,0.9867,3461,bert-alignment
"2004,",provo,0.9866,3461,bert-alignment
2005,prezentado,0.9688,857,bert-alignment
2005,renovigita,0.9684,857,bert-alignment
2005,publikigita,0.9679,857,bert-alignment
2005),arkitekto,0.9696,2308,bert-alignment
2005),muzikisto,0.9695,2308,bert-alignment
2005),korporacio,0.9692,2308,bert-alignment
"2005,",absoluta,0.9786,3484,bert-alignment
"2005,",american,0.9765,3484,bert-alignment
"2005,",krom,0.9764,3484,bert-alignment
2006,junio,0.9684,863,bert-alignment
2006,prezentado,0.9669,863,bert-alignment
2006,prezentita,0.9662,863,bert-alignment
2006),prezentita,0.9718,2229,bert-alignment
2006),muzikisto,0.9714,2229,bert-alignment
2006),prezentado,0.9709,2229,bert-alignment
"2006,",provo,0.9871,1423,bert-alignment
"2006,",estación,0.9862,1423,bert-alignment
"2006,",ligon,0.986,1423,bert-alignment
2007,publikigita,0.9659,951,bert-alignment
2007,renovigita,0.9648,951,bert-alignment
2007,elektita,0.9641,951,bert-alignment
2007),korporacio,0.9698,2955,bert-alignment
2007),klubo,0.9694,2955,bert-alignment
2007),artisto,0.9691,2955,bert-alignment
"2007,",estación,0.9898,3448,bert-alignment
"2007,",provo,0.9896,3448,bert-alignment
"2007,",vieno,0.9893,3448,bert-alignment
2008,prezentado,0.9677,875,bert-alignment
2008,elektita,0.966,875,bert-alignment
2008,prezentita,0.966,875,bert-alignment
2008),prezentado,0.9656,2794,bert-alignment
2008),american,0.9653,2794,bert-alignment
2008),sugestas,0.9652,2794,bert-alignment
"2008,",provo,0.9877,2873,bert-alignment
"2008,",celo,0.9867,2873,bert-alignment
"2008,",ligon,0.9864,2873,bert-alignment
2009,prezentado,0.9638,970,bert-alignment
2009,prezentita,0.9629,970,bert-alignment
2009,produktado,0.9626,970,bert-alignment
2009),american,0.9582,2575,bert-alignment
2009),bibliotekisto,0.9577,2575,bert-alignment
2009),sugestas,0.9575,2575,bert-alignment
"2009,",provo,0.9768,2707,bert-alignment
"2009,",celo,0.9756,2707,bert-alignment
"2009,",ina,0.9755,2707,bert-alignment
201,numeroj,0.9746,3738,bert-alignment
201,version,0.9734,3738,bert-alignment
201,nombroj,0.9732,3738,bert-alignment
2010,produktita,0.9681,675,bert-alignment
2010,elektita,0.968,675,bert-alignment
2010,produktado,0.9679,675,bert-alignment
2010),jazz,0.9616,2343,bert-alignment
2010),band,0.9616,2343,bert-alignment
2010),sugestas,0.9599,2343,bert-alignment
"2010,",orienta,0.9921,406,bert-alignment
"2010,",ligon,0.9918,406,bert-alignment
"2010,",ekzemple,0.9913,406,bert-alignment
2011,prezentado,0.9639,834,bert-alignment
2011,produktado,0.9639,834,bert-alignment
2011,prezentita,0.9638,834,bert-alignment
2011),american,0.9614,2542,bert-alignment
2011),prezentita,0.9598,2542,bert-alignment
2011),prezentado,0.9598,2542,bert-alignment
"2011,",ligon,0.9917,213,bert-alignment
"2011,",orienta,0.9916,213,bert-alignment
"2011,",ovoj,0.9911,213,bert-alignment
2012,elektita,0.9667,957,bert-alignment
2012,produktita,0.9654,957,bert-alignment
2012,organizita,0.965,957,bert-alignment
2012),talent,0.9661,2354,bert-alignment
2012),version,0.966,2354,bert-alignment
2012),rekonstruita,0.9655,2354,bert-alignment
"2012,",ina,0.9773,2686,bert-alignment
"2012,",provo,0.977,2686,bert-alignment
"2012,",leiden,0.9766,2686,bert-alignment
2013,prezentado,0.9657,1029,bert-alignment
2013,populara,0.9657,1029,bert-alignment
2013,elektita,0.9655,1029,bert-alignment
2013),american,0.963,2203,bert-alignment
2013),sugestas,0.9628,2203,bert-alignment
2013),proceso,0.9607,2203,bert-alignment
"2013,",ligon,0.9916,2784,bert-alignment
"2013,",estación,0.9914,2784,bert-alignment
"2013,",orienta,0.9913,2784,bert-alignment
2014,artisto,0.9691,788,bert-alignment
2014,generacio,0.9684,788,bert-alignment
2014,aktorino,0.9684,788,bert-alignment
2014),american,0.9656,2444,bert-alignment
2014),sugestas,0.9646,2444,bert-alignment
2014),uk,0.9637,2444,bert-alignment
"2014,",orienta,0.9935,2583,bert-alignment
"2014,",ligon,0.9926,2583,bert-alignment
"2014,",vieno,0.9925,2583,bert-alignment
2014.,sir,0.9853,4929,bert-alignment
2014.,provo,0.9846,4929,bert-alignment
2014.,posta,0.984,4929,bert-alignment
2015,kandidato,0.9693,811,bert-alignment
2015,renovigita,0.9692,811,bert-alignment
2015,publikigita,0.969,811,bert-alignment
2015),american,0.9672,2122,bert-alignment
2015),generacio,0.9667,2122,bert-alignment
2015),prezentado,0.9663,2122,bert-alignment
"2015,",malfacile,0.9929,1623,bert-alignment
"2015,",orienta,0.9928,1623,bert-alignment
"2015,",ricevi,0.9928,1623,bert-alignment
2016,prezentita,0.9685,646,bert-alignment
2016,prezentado,0.9685,646,bert-alignment
2016,organizita,0.9678,646,bert-alignment
2016),uk,0.9703,1749,bert-alignment
2016),proceso,0.9696,1749,bert-alignment
2016),american,0.9691,1749,bert-alignment
"2016,",orienta,0.9936,1225,bert-alignment
"2016,",ligon,0.9928,1225,bert-alignment
"2016,",ricevi,0.9927,1225,bert-alignment
2017,publikigita,0.9678,800,bert-alignment
2017,kandidato,0.9671,800,bert-alignment
2017,produktado,0.967,800,bert-alignment
2017),uk,0.9715,2006,bert-alignment
2017),talent,0.9697,2006,bert-alignment
2017),proceso,0.9693,2006,bert-alignment
"2017,",korporacio,0.9771,1952,bert-alignment
"2017,",ferenc,0.9758,1952,bert-alignment
"2017,",korea,0.9755,1952,bert-alignment
2018,korea,0.9699,762,bert-alignment
2018,amerika,0.9692,762,bert-alignment
2018,generacio,0.9687,762,bert-alignment
2018),version,0.9747,1552,bert-alignment
2018),uk,0.9733,1552,bert-alignment
2018),konstruo,0.9731,1552,bert-alignment
"2018,",korporacio,0.9778,1278,bert-alignment
"2018,",eventuale,0.9771,1278,bert-alignment
"2018,",korea,0.9768,1278,bert-alignment
2019,prezentado,0.9693,768,bert-alignment
2019,prezentita,0.9684,768,bert-alignment
2019,amerika,0.9675,768,bert-alignment
2019),martin,0.978,2046,bert-alignment
2019),prezentado,0.9772,2046,bert-alignment
2019),ernesto,0.9772,2046,bert-alignment
"2019,",konstruo,0.9774,611,bert-alignment
"2019,",eventuale,0.9774,611,bert-alignment
"2019,",korporacio,0.9772,611,bert-alignment
202,antal,0.9718,3344,bert-alignment
202,monda,0.9718,3344,bert-alignment
202,rezulto,0.9716,3344,bert-alignment
2020,daniel,0.9707,644,bert-alignment
2020,prezentita,0.9706,644,bert-alignment
2020,prezentado,0.9701,644,bert-alignment
2020),ernesto,0.9763,2078,bert-alignment
2020),prezentita,0.9763,2078,bert-alignment
2020),prezentado,0.9758,2078,bert-alignment
"2020,",ferenc,0.9802,473,bert-alignment
"2020,",konstruo,0.9796,473,bert-alignment
"2020,",eventuale,0.9793,473,bert-alignment
2021,proceso,0.9707,905,bert-alignment
2021,integrita,0.9706,905,bert-alignment
2021,urban,0.9699,905,bert-alignment
2021),prezentita,0.9779,2037,bert-alignment
2021),prezentado,0.9778,2037,bert-alignment
2021),ernesto,0.9778,2037,bert-alignment
"2021,",ferenc,0.979,203,bert-alignment
"2021,",irana,0.9783,203,bert-alignment
"2021,",ajn,0.9779,203,bert-alignment
2022,provo,0.9895,755,bert-alignment
2022,nove,0.9878,755,bert-alignment
2022,esplora,0.9875,755,bert-alignment
2022),flankaj,0.9817,2858,bert-alignment
2022),irana,0.9815,2858,bert-alignment
2022),pál,0.9809,2858,bert-alignment
"2022,",ferenc,0.9817,564,bert-alignment
"2022,",eventuale,0.9814,564,bert-alignment
"2022,",konstruo,0.9811,564,bert-alignment
2023,provo,0.9839,555,bert-alignment
2023,nove,0.9836,555,bert-alignment
2023,socia,0.9821,555,bert-alignment
2023),korporacio,0.9742,3241,bert-alignment
2023),prezentita,0.9742,3241,bert-alignment
2023),korea,0.974,3241,bert-alignment
"2023,",konstruo,0.9809,2113,bert-alignment
"2023,",ferenc,0.9808,2113,bert-alignment
"2023,",eventuale,0.9793,2113,bert-alignment
2024,otto,0.9732,997,bert-alignment
2024,nuntempa,0.9732,997,bert-alignment
2024,traktado,0.9732,997,bert-alignment
2024),reformita,0.9751,1984,bert-alignment
2024),zoltán,0.9751,1984,bert-alignment
2024),renomita,0.975,1984,bert-alignment
"2024,",korporacio,0.9796,4370,bert-alignment
"2024,",otto,0.9787,4370,bert-alignment
"2024,",prezentita,0.9779,4370,bert-alignment
2025,proceso,0.9764,3072,bert-alignment
2025,moderna,0.9761,3072,bert-alignment
2025,leiden,0.9757,3072,bert-alignment
203,kies,0.9728,3488,bert-alignment
203,south,0.9728,3488,bert-alignment
203,tria,0.9717,3488,bert-alignment
204,sir,0.9749,3968,bert-alignment
204,origina,0.9749,3968,bert-alignment
204,pli,0.9749,3968,bert-alignment
205,originale,0.9715,4514,bert-alignment
205,faris,0.9709,4514,bert-alignment
205,sankt,0.9705,4514,bert-alignment
206,juda,0.9708,3873,bert-alignment
206,paro,0.9695,3873,bert-alignment
206,nombro,0.9692,3873,bert-alignment
207,tria,0.972,3761,bert-alignment
207,center,0.97,3761,bert-alignment
207,aktiva,0.9699,3761,bert-alignment
208,unika,0.9748,3294,bert-alignment
208,faris,0.9746,3294,bert-alignment
208,leiden,0.9738,3294,bert-alignment
209,organizado,0.9691,3395,bert-alignment
209,vera,0.969,3395,bert-alignment
209,tio,0.9689,3395,bert-alignment
20ma,danĝera,0.9843,266,bert-alignment
20ma,kreas,0.9841,266,bert-alignment
20ma,kosma,0.984,266,bert-alignment
21,numeroj,0.976,651,bert-alignment
21,renomita,0.9752,651,bert-alignment
21,ligitan,0.9751,651,bert-alignment
21.0%,ferenc,0.973,2162,bert-alignment
21.0%,irana,0.9725,2162,bert-alignment
21.0%,pál,0.9722,2162,bert-alignment
21.1%,irana,0.9753,1831,bert-alignment
21.1%,timo,0.9745,1831,bert-alignment
21.1%,evoluigis,0.9744,1831,bert-alignment
21.2%,pál,0.9744,1815,bert-alignment
21.2%,irana,0.9743,1815,bert-alignment
21.2%,flankaj,0.9742,1815,bert-alignment
21.3%,timo,0.9778,1527,bert-alignment
21.3%,flankaj,0.9778,1527,bert-alignment
21.3%,irana,0.9778,1527,bert-alignment
21.4%,irana,0.9753,1609,bert-alignment
21.4%,timo,0.9752,1609,bert-alignment
21.4%,flankaj,0.9746,1609,bert-alignment
21.5%,evoluigis,0.9754,1841,bert-alignment
21.5%,organizas,0.9741,1841,bert-alignment
21.5%,amerika,0.9736,1841,bert-alignment
21.6%,irana,0.9729,1795,bert-alignment
21.6%,pál,0.9726,1795,bert-alignment
21.6%,evoluigis,0.9724,1795,bert-alignment
21.7%,irana,0.9729,1541,bert-alignment
21.7%,pál,0.9724,1541,bert-alignment
21.7%,rezervejo,0.9724,1541,bert-alignment
21.8%,evoluigis,0.9725,1758,bert-alignment
21.8%,teritoria,0.9711,1758,bert-alignment
21.8%,konferenco,0.9707,1758,bert-alignment
21.9%,irana,0.9725,1808,bert-alignment
21.9%,timo,0.9722,1808,bert-alignment
21.9%,kreskanta,0.9718,1808,bert-alignment
210,organizado,0.9748,3127,bert-alignment
210,kreis,0.9745,3127,bert-alignment
210,malofte,0.9743,3127,bert-alignment
211,numero,0.9734,3580,bert-alignment
211,nombro,0.9732,3580,bert-alignment
211,modelo,0.9728,3580,bert-alignment
212,antal,0.9705,3944,bert-alignment
212,asteroid,0.9701,3944,bert-alignment
212,urban,0.9697,3944,bert-alignment
213,latina,0.9722,4254,bert-alignment
213,sankt,0.972,4254,bert-alignment
213,klara,0.9716,4254,bert-alignment
214,band,0.9742,3529,bert-alignment
214,royal,0.974,3529,bert-alignment
214,rara,0.9738,3529,bert-alignment
215,tradicia,0.9734,2733,bert-alignment
215,general,0.973,2733,bert-alignment
215,latina,0.9722,2733,bert-alignment
216,ina,0.9751,4145,bert-alignment
216,unika,0.9739,4145,bert-alignment
216,tia,0.9735,4145,bert-alignment
217,latina,0.9734,4203,bert-alignment
217,tria,0.972,4203,bert-alignment
217,modelo,0.9716,4203,bert-alignment
218,preparado,0.9761,4442,bert-alignment
218,absoluta,0.9761,4442,bert-alignment
218,tuta,0.9759,4442,bert-alignment
219,rara,0.9735,4147,bert-alignment
219,general,0.973,4147,bert-alignment
219,aktiva,0.973,4147,bert-alignment
21ma,dna,0.9817,337,bert-alignment
21ma,grando,0.9815,337,bert-alignment
21ma,krei,0.9815,337,bert-alignment
22,du,0.9735,684,bert-alignment
22,old,0.9729,684,bert-alignment
22,zoltán,0.9725,684,bert-alignment
22.0%,irana,0.9737,1525,bert-alignment
22.0%,ferenc,0.9735,1525,bert-alignment
22.0%,pál,0.9732,1525,bert-alignment
22.1%,eksplodo,0.9819,1674,bert-alignment
22.1%,reakcio,0.9817,1674,bert-alignment
22.1%,absoluta,0.9817,1674,bert-alignment
22.2%,reakcio,0.9805,1371,bert-alignment
22.2%,eksplodo,0.9804,1371,bert-alignment
22.2%,ekspozicio,0.98,1371,bert-alignment
22.3%,flankaj,0.98,1794,bert-alignment
22.3%,klarigas,0.9793,1794,bert-alignment
22.3%,akcepto,0.9786,1794,bert-alignment
22.4%,flankaj,0.98,1784,bert-alignment
22.4%,reakcio,0.9798,1784,bert-alignment
22.4%,eksplodo,0.9797,1784,bert-alignment
22.5%,rando,0.978,1618,bert-alignment
22.5%,eksplodo,0.9776,1618,bert-alignment
22.5%,reakcio,0.9772,1618,bert-alignment
22.6%,rando,0.9771,1535,bert-alignment
22.6%,eksplodo,0.977,1535,bert-alignment
22.6%,irana,0.9769,1535,bert-alignment
22.7%,irana,0.9768,1770,bert-alignment
22.7%,klarigas,0.9767,1770,bert-alignment
22.7%,flankaj,0.9765,1770,bert-alignment
22.8%,evoluigis,0.9759,1839,bert-alignment
22.8%,teritoria,0.9746,1839,bert-alignment
22.8%,irana,0.9739,1839,bert-alignment
22.9%,irana,0.9758,1860,bert-alignment
22.9%,timo,0.9749,1860,bert-alignment
22.9%,rando,0.9747,1860,bert-alignment
220,antal,0.9776,2992,bert-alignment
220,leiden,0.9753,2992,bert-alignment
